"","MatSib","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","minTest","iSam_mother","iSam_father","jSam_mother","jSam_father","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL20_128_B_M210",TRUE,8,11,"FIL20_128_B_M2","FIL20_128_E_M2",1,1,1,3,52,37,75,48,6,123,61.5,0.0975609756097561,20.1875,33.62,36.125,57.5683333333333,20.1875,"FIL20_128","FIL20_128","FIL20_128","FIL20_128","...","FIL20_128","FIL20_128_B_M2","Fil20_128_B_M2_1","FIL20_128|FIL20_128_B_M2|Fil20_128_B_M2_1",78,18,60,75,19,56,23,18,5,TRUE,FALSE,58,43,15,0.741379310344828,FALSE,"FIL20_128",TRUE,"FIL20_128_B_M2_1",57.8750196332141,"Self","...","FIL20_128","FIL20_128_E_M2","Fil20_128_E_M2_1","FIL20_128|FIL20_128_E_M2|Fil20_128_E_M2_1",55,5,50,48,18,30,10,10,NA,TRUE,FALSE,43,25,18,0.581395348837209,FALSE,"FIL20_128",TRUE,"FIL20_128_E_M2_1",47.530007202078,"Self"
"FIL20_128_E_M27",TRUE,11,8,"FIL20_128_E_M2","FIL20_128_B_M2",1,1,1,3,37,52,48,75,6,123,61.5,0.0975609756097561,33.62,20.1875,36.125,57.5683333333333,20.1875,"FIL20_128","FIL20_128","FIL20_128","FIL20_128","...","FIL20_128","FIL20_128_E_M2","Fil20_128_E_M2_1","FIL20_128|FIL20_128_E_M2|Fil20_128_E_M2_1",55,5,50,48,18,30,10,10,NA,TRUE,FALSE,43,25,18,0.581395348837209,FALSE,"FIL20_128",TRUE,"FIL20_128_E_M2_1",47.530007202078,"Self","...","FIL20_128","FIL20_128_B_M2","Fil20_128_B_M2_1","FIL20_128|FIL20_128_B_M2|Fil20_128_B_M2_1",78,18,60,75,19,56,23,18,5,TRUE,FALSE,58,43,15,0.741379310344828,FALSE,"FIL20_128",TRUE,"FIL20_128_B_M2_1",57.8750196332141,"Self"
"FIL30_33_B_M2278",TRUE,277,279,"FIL30_33_B_M2","FIL30_33_D_M2",2,0,0,0,12,8,22,19,2,41,20.5,0.0975609756097561,6.13157894736842,7.54545454545454,11.9603658536585,13.2846889952153,6.13157894736842,"FIL30_33",NA,"FIL30_33",NA,"...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross","...","FIL30_33","FIL30_33_D_M2","Fil30_33_D_M2_1","FIL30_33|FIL30_33_D_M2|Fil30_33_D_M2_1",23,8,15,19,NA,19,11,11,NA,TRUE,FALSE,12,12,NA,1,TRUE,NA,FALSE,"FIL30_33_D_M2_1",41.0616156690501,"Cross"
"FIL30_33_B_M2388",FALSE,277,389,"FIL30_33_B_M2","FIL30_43_F_M2",2,0,0,0,12,10,22,19,2,41,20.5,0.0975609756097561,6.13157894736842,7.54545454545454,11.9603658536585,13.2846889952153,6.13157894736842,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross","...","FIL30_43","FIL30_43_F_M2","Fil30_43_F_M2_1","FIL30_43|FIL30_43_F_M2|Fil30_43_F_M2_1",25,10,15,19,2,17,7,7,NA,TRUE,FALSE,9,8,1,0.888888888888889,FALSE,NA,FALSE,"FIL30_43_F_M2_1",39.8389480345368,"Ambiguous"
"FIL30_33_D_M2276",TRUE,279,277,"FIL30_33_D_M2","FIL30_33_B_M2",2,0,0,0,8,12,19,22,2,41,20.5,0.0975609756097561,7.54545454545454,6.13157894736842,11.9603658536585,13.2846889952153,6.13157894736842,"FIL30_33",NA,"FIL30_33",NA,"...","FIL30_33","FIL30_33_D_M2","Fil30_33_D_M2_1","FIL30_33|FIL30_33_D_M2|Fil30_33_D_M2_1",23,8,15,19,NA,19,11,11,NA,TRUE,FALSE,12,12,NA,1,TRUE,NA,FALSE,"FIL30_33_D_M2_1",41.0616156690501,"Cross","...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross"
"FIL30_33_I_M2388",FALSE,283,389,"FIL30_33_I_M2","FIL30_43_F_M2",3,1,0,0,39,10,63,19,4,82,41,0.0975609756097561,3.23684210526316,25.9285714285714,23.5548780487805,30.2330827067669,3.23684210526316,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_I_M2","Fil30_33_I_M2_1","FIL30_33|FIL30_33_I_M2|Fil30_33_I_M2_1",69,15,54,63,NA,63,24,24,NA,TRUE,FALSE,49,49,NA,1,TRUE,NA,FALSE,"FIL30_33_I_M2_1",50.6360546839426,"Cross","...","FIL30_43","FIL30_43_F_M2","Fil30_43_F_M2_1","FIL30_43|FIL30_43_F_M2|Fil30_43_F_M2_1",25,10,15,19,2,17,7,7,NA,TRUE,FALSE,9,8,1,0.888888888888889,FALSE,NA,FALSE,"FIL30_43_F_M2_1",39.8389480345368,"Ambiguous"
"FIL30_43_F_M2276",FALSE,389,277,"FIL30_43_F_M2","FIL30_33_B_M2",2,0,0,0,10,12,19,22,2,41,20.5,0.0975609756097561,7.54545454545454,6.13157894736842,11.9603658536585,13.2846889952153,6.13157894736842,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_F_M2","Fil30_43_F_M2_1","FIL30_43|FIL30_43_F_M2|Fil30_43_F_M2_1",25,10,15,19,2,17,7,7,NA,TRUE,FALSE,9,8,1,0.888888888888889,FALSE,NA,FALSE,"FIL30_43_F_M2_1",39.8389480345368,"Ambiguous","...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross"
"FIL30_43_F_M2282",FALSE,389,283,"FIL30_43_F_M2","FIL30_33_I_M2",3,0,1,0,10,39,19,63,4,82,41,0.0975609756097561,25.9285714285714,3.23684210526316,23.5548780487805,30.2330827067669,3.23684210526316,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_F_M2","Fil30_43_F_M2_1","FIL30_43|FIL30_43_F_M2|Fil30_43_F_M2_1",25,10,15,19,2,17,7,7,NA,TRUE,FALSE,9,8,1,0.888888888888889,FALSE,NA,FALSE,"FIL30_43_F_M2_1",39.8389480345368,"Ambiguous","...","FIL30_33","FIL30_33_I_M2","Fil30_33_I_M2_1","FIL30_33|FIL30_33_I_M2|Fil30_33_I_M2_1",69,15,54,63,NA,63,24,24,NA,TRUE,FALSE,49,49,NA,1,TRUE,NA,FALSE,"FIL30_33_I_M2_1",50.6360546839426,"Cross"
"FIL20_20_H_M2231",FALSE,26,232,"FIL20_20_H_M2","FIL30_283_M2",8,0,0,0,31,30,54,111,8,165,82.5,0.096969696969697,41.2297297297297,14.5555555555556,48.2022727272727,54.0235235235235,14.5555555555556,"FIL20_20","FIL20_20","FIL30_283",NA,"...","FIL20_20","FIL20_20_H_M2","Fil20_20_H_M2_1","FIL20_20|FIL20_20_H_M2|Fil20_20_H_M2_1",65,8,57,54,12,42,22,21,1,TRUE,FALSE,49,38,11,0.775510204081633,FALSE,"FIL20_20",TRUE,"FIL20_20_H_M2_1",59.0753485157025,"Self","...","FIL30_283","FIL30_283_M2","FIL30.283.M2","FIL30_283|FIL30_283_M2|FIL30.283.M2",136,45,91,111,NA,111,70,70,NA,FALSE,FALSE,82,82,NA,1,TRUE,NA,FALSE,"FIL30_283_M2",69.674429867341,"Cross"
"FIL30_283_M225",FALSE,232,26,"FIL30_283_M2","FIL20_20_H_M2",8,0,0,0,30,31,111,54,8,165,82.5,0.096969696969697,14.5555555555556,41.2297297297297,48.2022727272727,54.0235235235235,14.5555555555556,"FIL30_283",NA,"FIL20_20","FIL20_20","...","FIL30_283","FIL30_283_M2","FIL30.283.M2","FIL30_283|FIL30_283_M2|FIL30.283.M2",136,45,91,111,NA,111,70,70,NA,FALSE,FALSE,82,82,NA,1,TRUE,NA,FALSE,"FIL30_283_M2",69.674429867341,"Cross","...","FIL20_20","FIL20_20_H_M2","Fil20_20_H_M2_1","FIL20_20|FIL20_20_H_M2|Fil20_20_H_M2_1",65,8,57,54,12,42,22,21,1,TRUE,FALSE,49,38,11,0.775510204081633,FALSE,"FIL20_20",TRUE,"FIL20_20_H_M2_1",59.0753485157025,"Self"
"FIL30_109_I_M2289",FALSE,65,290,"FIL30_109_I_M2","FIL30_335_M2",3,8,0,0,83,20,111,118,11,229,114.5,0.0960698689956332,40.4830508474576,49.7432432432432,67.464519650655,102.814704535044,40.4830508474576,"FIL30_109",NA,"FIL30_335","FIL30_335","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross","...","FIL30_335","FIL30_335_M2","FIL30.335.M2","FIL30_335|FIL30_335_M2|FIL30.335.M2",142,29,113,118,35,83,85,63,22,FALSE,FALSE,98,66,32,0.673469387755102,FALSE,"FIL30_335",TRUE,"FIL30_335_M2",68.0748653273192,"Self"
"FIL30_335_M264",FALSE,290,65,"FIL30_335_M2","FIL30_109_I_M2",3,0,8,0,20,83,118,111,11,229,114.5,0.0960698689956332,49.7432432432432,40.4830508474576,67.464519650655,102.814704535044,40.4830508474576,"FIL30_335","FIL30_335","FIL30_109",NA,"...","FIL30_335","FIL30_335_M2","FIL30.335.M2","FIL30_335|FIL30_335_M2|FIL30.335.M2",142,29,113,118,35,83,85,63,22,FALSE,FALSE,98,66,32,0.673469387755102,FALSE,"FIL30_335",TRUE,"FIL30_335_M2",68.0748653273192,"Self","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross"
"FIL20_66_C_M2119",FALSE,42,120,"FIL20_66_C_M2","FIL30_167_M2",3,0,3,0,19,50,37,88,6,125,62.5,0.096,38.3068181818182,8.68918918918919,36.171,51.1910319410319,8.68918918918919,"FIL20_66","FIL20_66","FIL30_167",NA,"...","FIL20_66","FIL20_66_C_M2","Fil20_66_C_M2_1","FIL20_66|FIL20_66_C_M2|Fil20_66_C_M2_1",38,7,31,37,3,34,18,18,NA,TRUE,FALSE,30,27,3,0.9,FALSE,"FIL20_66",TRUE,"FIL20_66_C_M2_1",44.791089671113,"Self","...","FIL30_167","FIL30_167_M2","FIL30_167_M2-3","FIL30_167|FIL30_167_M2|FIL30_167_M2-3",97,15,82,88,NA,88,35,35,NA,FALSE,FALSE,75,75,NA,1,TRUE,NA,FALSE,"FIL30_167_M2_3",39.7545240523026,"Cross"
"FIL30_167_M241",FALSE,120,42,"FIL30_167_M2","FIL20_66_C_M2",3,3,0,0,50,19,88,37,6,125,62.5,0.096,8.68918918918919,38.3068181818182,36.171,51.1910319410319,8.68918918918919,"FIL30_167",NA,"FIL20_66","FIL20_66","...","FIL30_167","FIL30_167_M2","FIL30_167_M2-3","FIL30_167|FIL30_167_M2|FIL30_167_M2-3",97,15,82,88,NA,88,35,35,NA,FALSE,FALSE,75,75,NA,1,TRUE,NA,FALSE,"FIL30_167_M2_3",39.7545240523026,"Cross","...","FIL20_66","FIL20_66_C_M2","Fil20_66_C_M2_1","FIL20_66|FIL20_66_C_M2|Fil20_66_C_M2_1",38,7,31,37,3,34,18,18,NA,TRUE,FALSE,30,27,3,0.9,FALSE,"FIL20_66",TRUE,"FIL20_66_C_M2_1",44.791089671113,"Self"
"FIL20_161_E_M216",TRUE,15,17,"FIL20_161_E_M2","FIL20_161_G_M2",7,0,0,0,26,38,51,95,7,146,73,0.0958904109589041,35.0473684210526,14.3823529411765,42.763698630137,47.9531475748194,14.3823529411765,"FIL20_161",NA,"FIL20_161",NA,"...","FIL20_161","FIL20_161_E_M2","Fil20_161_E_M2_1","FIL20_161|FIL20_161_E_M2|Fil20_161_E_M2_1",60,13,47,51,NA,51,24,24,NA,TRUE,FALSE,42,42,NA,1,TRUE,NA,FALSE,"FIL20_161_E_M2_1",70.4808573519194,"Cross","...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross"
"FIL20_161_G_M214",TRUE,17,15,"FIL20_161_G_M2","FIL20_161_E_M2",7,0,0,0,38,26,95,51,7,146,73,0.0958904109589041,14.3823529411765,35.0473684210526,42.763698630137,47.9531475748194,14.3823529411765,"FIL20_161",NA,"FIL20_161",NA,"...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross","...","FIL20_161","FIL20_161_E_M2","Fil20_161_E_M2_1","FIL20_161|FIL20_161_E_M2|Fil20_161_E_M2_1",60,13,47,51,NA,51,24,24,NA,TRUE,FALSE,42,42,NA,1,TRUE,NA,FALSE,"FIL20_161_E_M2_1",70.4808573519194,"Cross"
"FIL30_33_B_M2384",FALSE,277,385,"FIL30_33_B_M2","FIL30_43_B_M2",1,1,0,0,12,10,22,20,2,42,21,0.0952380952380952,6.45,9.13636363636364,12.1785714285714,17.1909090909091,6.45,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross","...","FIL30_43","FIL30_43_B_M2","Fil30_43_B_M2_1","FIL30_43|FIL30_43_B_M2|Fil30_43_B_M2_1",23,7,16,20,3,17,9,9,NA,TRUE,FALSE,10,8,2,0.8,FALSE,NA,FALSE,"FIL30_43_B_M2_1",46.3139964952105,"Ambiguous"
"FIL30_33_I_M2390",FALSE,283,391,"FIL30_33_I_M2","FIL30_43_H_M2",4,0,0,0,39,7,63,21,4,84,42,0.0952380952380952,4.78571428571429,24.2619047619048,24.6428571428571,28.031746031746,4.78571428571429,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_I_M2","Fil30_33_I_M2_1","FIL30_33|FIL30_33_I_M2|Fil30_33_I_M2_1",69,15,54,63,NA,63,24,24,NA,TRUE,FALSE,49,49,NA,1,TRUE,NA,FALSE,"FIL30_33_I_M2_1",50.6360546839426,"Cross","...","FIL30_43","FIL30_43_H_M2","Fil30_43_H_M2_1","FIL30_43|FIL30_43_H_M2|Fil30_43_H_M2_1",21,1,20,21,1,20,14,14,NA,TRUE,FALSE,15,15,NA,1,TRUE,NA,FALSE,"FIL30_43_H_M2_1",59.6469808822554,"Cross"
"FIL30_43_B_M2276",FALSE,385,277,"FIL30_43_B_M2","FIL30_33_B_M2",1,0,1,0,10,12,20,22,2,42,21,0.0952380952380952,9.13636363636364,6.45,12.1785714285714,17.1909090909091,6.45,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_B_M2","Fil30_43_B_M2_1","FIL30_43|FIL30_43_B_M2|Fil30_43_B_M2_1",23,7,16,20,3,17,9,9,NA,TRUE,FALSE,10,8,2,0.8,FALSE,NA,FALSE,"FIL30_43_B_M2_1",46.3139964952105,"Ambiguous","...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross"
"FIL30_43_H_M2282",FALSE,391,283,"FIL30_43_H_M2","FIL30_33_I_M2",4,0,0,0,7,39,21,63,4,84,42,0.0952380952380952,24.2619047619048,4.78571428571429,24.6428571428571,28.031746031746,4.78571428571429,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_H_M2","Fil30_43_H_M2_1","FIL30_43|FIL30_43_H_M2|Fil30_43_H_M2_1",21,1,20,21,1,20,14,14,NA,TRUE,FALSE,15,15,NA,1,TRUE,NA,FALSE,"FIL30_43_H_M2_1",59.6469808822554,"Cross","...","FIL30_33","FIL30_33_I_M2","Fil30_33_I_M2_1","FIL30_33|FIL30_33_I_M2|Fil30_33_I_M2_1",69,15,54,63,NA,63,24,24,NA,TRUE,FALSE,49,49,NA,1,TRUE,NA,FALSE,"FIL30_33_I_M2_1",50.6360546839426,"Cross"
"FIL30_33_I_M2385",FALSE,283,386,"FIL30_33_I_M2","FIL30_43_C_M2",4,0,0,0,39,8,63,22,4,85,42.5,0.0941176470588235,5.18181818181818,24.2619047619048,25.0044117647059,28.462481962482,5.18181818181818,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_I_M2","Fil30_33_I_M2_1","FIL30_33|FIL30_33_I_M2|Fil30_33_I_M2_1",69,15,54,63,NA,63,24,24,NA,TRUE,FALSE,49,49,NA,1,TRUE,NA,FALSE,"FIL30_33_I_M2_1",50.6360546839426,"Cross","...","FIL30_43","FIL30_43_C_M2","Fil30_43_C_M2_1","FIL30_43|FIL30_43_C_M2|Fil30_43_C_M2_1",23,3,20,22,5,17,13,11,2,TRUE,FALSE,13,11,2,0.846153846153846,FALSE,NA,FALSE,"FIL30_43_C_M2_1",44.5347296029504,"Ambiguous"
"FIL30_43_C_M2282",FALSE,386,283,"FIL30_43_C_M2","FIL30_33_I_M2",4,0,0,0,8,39,22,63,4,85,42.5,0.0941176470588235,24.2619047619048,5.18181818181818,25.0044117647059,28.462481962482,5.18181818181818,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_C_M2","Fil30_43_C_M2_1","FIL30_43|FIL30_43_C_M2|Fil30_43_C_M2_1",23,3,20,22,5,17,13,11,2,TRUE,FALSE,13,11,2,0.846153846153846,FALSE,NA,FALSE,"FIL30_43_C_M2_1",44.5347296029504,"Ambiguous","...","FIL30_33","FIL30_33_I_M2","Fil30_33_I_M2_1","FIL30_33|FIL30_33_I_M2|Fil30_33_I_M2_1",69,15,54,63,NA,63,24,24,NA,TRUE,FALSE,49,49,NA,1,TRUE,NA,FALSE,"FIL30_33_I_M2_1",50.6360546839426,"Cross"
"FIL30_33_B_M2390",FALSE,277,391,"FIL30_33_B_M2","FIL30_43_H_M2",2,0,0,0,12,7,22,21,2,43,21.5,0.0930232558139535,7.07142857142857,7.54545454545454,12.6831395348837,14.2445887445887,7.07142857142857,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross","...","FIL30_43","FIL30_43_H_M2","Fil30_43_H_M2_1","FIL30_43|FIL30_43_H_M2|Fil30_43_H_M2_1",21,1,20,21,1,20,14,14,NA,TRUE,FALSE,15,15,NA,1,TRUE,NA,FALSE,"FIL30_43_H_M2_1",59.6469808822554,"Cross"
"FIL30_33_B_M2392",FALSE,277,393,"FIL30_33_B_M2","FIL30_43_J_M2",1,1,0,0,12,5,22,21,2,43,21.5,0.0930232558139535,6.92857142857143,9.13636363636364,12.5436046511628,17.6861471861472,6.92857142857143,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross","...","FIL30_43","FIL30_43_J_M2","Fil30_43_J_M2_1","FIL30_43|FIL30_43_J_M2|Fil30_43_J_M2_1",23,6,17,21,3,18,14,14,NA,TRUE,FALSE,13,13,NA,1,TRUE,NA,FALSE,"FIL30_43_J_M2_1",70.1430774009106,"Cross"
"FIL30_33_G_M2283",TRUE,281,284,"FIL30_33_G_M2","FIL30_33_J_M2",2,0,0,0,5,8,17,26,2,43,21.5,0.0930232558139535,9.46153846153846,5.20588235294118,12.6831395348837,14.2782805429864,5.20588235294118,"FIL30_33",NA,"FIL30_33","FIL30_33","...","FIL30_33","FIL30_33_G_M2","Fil30_33_G_M2_1","FIL30_33|FIL30_33_G_M2|Fil30_33_G_M2_1",19,4,15,17,1,16,12,12,NA,TRUE,FALSE,12,12,NA,1,TRUE,NA,FALSE,"FIL30_33_G_M2_1",85.1090067822799,"Cross","...","FIL30_33","FIL30_33_J_M2","Fil30_33_J_M2_1","FIL30_33|FIL30_33_J_M2|Fil30_33_J_M2_1",27,1,26,26,3,23,17,17,NA,TRUE,FALSE,20,18,2,0.9,FALSE,"FIL30_33",TRUE,"FIL30_33_J_M2_1",69.6142797024908,"Self"
"FIL30_33_J_M2280",TRUE,284,281,"FIL30_33_J_M2","FIL30_33_G_M2",2,0,0,0,8,5,26,17,2,43,21.5,0.0930232558139535,5.20588235294118,9.46153846153846,12.6831395348837,14.2782805429864,5.20588235294118,"FIL30_33","FIL30_33","FIL30_33",NA,"...","FIL30_33","FIL30_33_J_M2","Fil30_33_J_M2_1","FIL30_33|FIL30_33_J_M2|Fil30_33_J_M2_1",27,1,26,26,3,23,17,17,NA,TRUE,FALSE,20,18,2,0.9,FALSE,"FIL30_33",TRUE,"FIL30_33_J_M2_1",69.6142797024908,"Self","...","FIL30_33","FIL30_33_G_M2","Fil30_33_G_M2_1","FIL30_33|FIL30_33_G_M2|Fil30_33_G_M2_1",19,4,15,17,1,16,12,12,NA,TRUE,FALSE,12,12,NA,1,TRUE,NA,FALSE,"FIL30_33_G_M2_1",85.1090067822799,"Cross"
"FIL30_43_H_M2276",FALSE,391,277,"FIL30_43_H_M2","FIL30_33_B_M2",2,0,0,0,7,12,21,22,2,43,21.5,0.0930232558139535,7.54545454545454,7.07142857142857,12.6831395348837,14.2445887445887,7.07142857142857,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_H_M2","Fil30_43_H_M2_1","FIL30_43|FIL30_43_H_M2|Fil30_43_H_M2_1",21,1,20,21,1,20,14,14,NA,TRUE,FALSE,15,15,NA,1,TRUE,NA,FALSE,"FIL30_43_H_M2_1",59.6469808822554,"Cross","...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross"
"FIL30_43_J_M2276",FALSE,393,277,"FIL30_43_J_M2","FIL30_33_B_M2",1,0,1,0,5,12,21,22,2,43,21.5,0.0930232558139535,9.13636363636364,6.92857142857143,12.5436046511628,17.6861471861472,6.92857142857143,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_J_M2","Fil30_43_J_M2_1","FIL30_43|FIL30_43_J_M2|Fil30_43_J_M2_1",23,6,17,21,3,18,14,14,NA,TRUE,FALSE,13,13,NA,1,TRUE,NA,FALSE,"FIL30_43_J_M2_1",70.1430774009106,"Cross","...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross"
"FIL30_33_B_M2385",FALSE,277,386,"FIL30_33_B_M2","FIL30_43_C_M2",2,0,0,0,12,8,22,22,2,44,22,0.0909090909090909,7.54545454545454,7.54545454545454,13.0454545454545,14.7272727272727,7.54545454545454,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross","...","FIL30_43","FIL30_43_C_M2","Fil30_43_C_M2_1","FIL30_43|FIL30_43_C_M2|Fil30_43_C_M2_1",23,3,20,22,5,17,13,11,2,TRUE,FALSE,13,11,2,0.846153846153846,FALSE,NA,FALSE,"FIL30_43_C_M2_1",44.5347296029504,"Ambiguous"
"FIL30_43_C_M2276",FALSE,386,277,"FIL30_43_C_M2","FIL30_33_B_M2",2,0,0,0,8,12,22,22,2,44,22,0.0909090909090909,7.54545454545454,7.54545454545454,13.0454545454545,14.7272727272727,7.54545454545454,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_C_M2","Fil30_43_C_M2_1","FIL30_43|FIL30_43_C_M2|Fil30_43_C_M2_1",23,3,20,22,5,17,13,11,2,TRUE,FALSE,13,11,2,0.846153846153846,FALSE,NA,FALSE,"FIL30_43_C_M2_1",44.5347296029504,"Ambiguous","...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross"
"FIL30_756_M2743",FALSE,686,744,"FIL30_756_M2","FIL30_826_M2",10,0,0,0,32,24,110,111,10,221,110.5,0.0904977375565611,38.2027027027027,37.7272727272727,65.5899321266968,74.1199836199836,37.7272727272727,"FIL30_756",NA,"FIL30_826",NA,"...","FIL30_756","FIL30_756_M2","FIL30.756.M2","FIL30_756|FIL30_756_M2|FIL30.756.M2",116,22,94,110,NA,110,75,75,NA,FALSE,FALSE,92,92,NA,1,TRUE,NA,FALSE,"FIL30_756_M2",62.2897105916755,"Cross","...","FIL30_826","FIL30_826_M2","FIL30.826.M2","FIL30_826|FIL30_826_M2|FIL30.826.M2",127,16,111,111,NA,111,81,81,NA,FALSE,FALSE,97,97,NA,1,TRUE,NA,FALSE,"FIL30_826_M2",52.6095924485571,"Cross"
