"","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"3282","FIL30_588","FIL30_588_M2","FIL30.588.M2","FIL30_588|FIL30_588_M2|FIL30.588.M2",104,22,82,97,21,76,85,67,18,FALSE,FALSE,77,57,20,0.74025974025974,FALSE,"FIL30_588",TRUE,"FIL30_588_M2",62.9068499204375,"Self"
"2094","FIL30_589","FIL30_589_M2","FIL30.589.M2","FIL30_589|FIL30_589_M2|FIL30.589.M2",126,32,94,109,24,85,92,73,19,FALSE,FALSE,83,62,21,0.746987951807229,FALSE,"FIL30_589",TRUE,"FIL30_589_M2",39.7048107966122,"Self"
"2932","FIL30_59","FIL30_59_M2","FIL30_59_M2-2","FIL30_59|FIL30_59_M2|FIL30_59_M2-2",84,10,74,76,25,51,67,47,20,FALSE,FALSE,66,43,23,0.651515151515151,FALSE,"FIL30_59",TRUE,"FIL30_59_M2_2",48.453091257902,"Self"
"170","FIL30_590","FIL30_590_M2","FIL30.590.M2","FIL30_590|FIL30_590_M2|FIL30.590.M2",97,29,68,88,34,54,73,40,33,FALSE,FALSE,65,37,28,0.569230769230769,FALSE,"FIL30_590",TRUE,"FIL30_590_M2",50.5381099177637,"Self"
"3743","FIL30_593","FIL30_593_M2","FIL30.593.M2","FIL30_593|FIL30_593_M2|FIL30.593.M2",64,20,44,59,20,39,51,33,18,FALSE,FALSE,44,28,16,0.636363636363636,FALSE,"FIL30_593",TRUE,"FIL30_593_M2",65.2099065487621,"Self"
"472","FIL30_594","FIL30_594_M2","FIL30.594.M2","FIL30_594|FIL30_594_M2|FIL30.594.M2",136,59,77,112,NA,112,74,74,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_594_M2",35.0497739646886,"Cross"
"52","FIL30_595","FIL30_595_M2","FIL30.595.M2","FIL30_595|FIL30_595_M2|FIL30.595.M2",128,48,80,109,NA,109,77,77,NA,FALSE,FALSE,73,73,NA,1,TRUE,NA,FALSE,"FIL30_595_M2",52.743117404135,"Cross"
"163","FIL30_596","FIL30_596_M2","FIL30.596.M2","FIL30_596|FIL30_596_M2|FIL30.596.M2",147,57,90,118,20,98,87,70,17,FALSE,FALSE,77,59,18,0.766233766233766,FALSE,"FIL30_596",TRUE,"FIL30_596_M2",42.3109302326563,"Self"
"1773","FIL30_597","FIL30_597_M2","FIL30.597.M2","FIL30_597|FIL30_597_M2|FIL30.597.M2",83,22,61,74,10,64,19,19,NA,FALSE,FALSE,58,49,9,0.844827586206897,FALSE,"FIL30_597",TRUE,"FIL30_597_M2",45.6517350382559,"Self"
"578","FIL30_598","FIL30_598_M2","FIL30.598.M2","FIL30_598|FIL30_598_M2|FIL30.598.M2",132,46,86,120,40,80,105,68,37,FALSE,FALSE,80,49,31,0.6125,FALSE,"FIL30_598",TRUE,"FIL30_598_M2",74.5026985702484,"Self"
"837","FIL30_599","FIL30_599_M2","FIL30.599.M2","FIL30_599|FIL30_599_M2|FIL30.599.M2",177,84,93,145,NA,145,80,80,NA,FALSE,FALSE,91,91,NA,1,TRUE,NA,FALSE,"FIL30_599_M2",38.4458255016101,"Cross"
"397","FIL30_6","FIL30_6_M2","FIL30_6_M2-2","FIL30_6|FIL30_6_M2|FIL30_6_M2-2",87,18,69,81,22,59,74,54,20,FALSE,FALSE,66,47,19,0.712121212121212,FALSE,"FIL30_6",TRUE,"FIL30_6_M2_2",49.7965529537057,"Self"
"108","FIL30_600","FIL30_600_M2","FIL30.600.M2","FIL30_600|FIL30_600_M2|FIL30.600.M2",96,20,76,90,12,78,51,46,5,FALSE,FALSE,75,64,11,0.853333333333333,FALSE,"FIL30_600",TRUE,"FIL30_600_M2",53.5060235264105,"Self"
"245","FIL30_601","FIL30_601_M2","FIL30.601.M2","FIL30_601|FIL30_601_M2|FIL30.601.M2",109,40,69,99,44,55,82,40,42,FALSE,FALSE,69,29,40,0.420289855072464,FALSE,"FIL30_601",TRUE,"FIL30_601_M2",46.6842673284375,"Self"
"3975","FIL30_602","FIL30_602_M2","FIL30.602.M2","FIL30_602|FIL30_602_M2|FIL30.602.M2",106,31,75,96,39,57,81,52,29,FALSE,FALSE,73,45,28,0.616438356164384,FALSE,"FIL30_602",TRUE,"FIL30_602_M2",63.0557973812601,"Self"
"2241","FIL30_603","FIL30_603_M2","FIL30.603.M2","FIL30_603|FIL30_603_M2|FIL30.603.M2",120,41,79,108,1,107,95,95,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_603_M2",45.5265720753271,"Cross"
"295","FIL30_604","FIL30_604_M2","FIL30.604.M2","FIL30_604|FIL30_604_M2|FIL30.604.M2",85,25,60,75,27,48,63,37,26,FALSE,FALSE,56,30,26,0.535714285714286,FALSE,"FIL30_604",TRUE,"FIL30_604_M2",52.979315827352,"Self"
"982","FIL30_605","FIL30_605_M2","FIL30.605.M2","FIL30_605|FIL30_605_M2|FIL30.605.M2",84,8,76,79,18,61,71,54,17,FALSE,FALSE,72,55,17,0.763888888888889,FALSE,"FIL30_605",TRUE,"FIL30_605_M2",52.6191779487474,"Self"
"383","FIL30_606","FIL30_606_M2","FIL30.606.M2","FIL30_606|FIL30_606_M2|FIL30.606.M2",110,24,86,101,34,67,42,29,13,FALSE,FALSE,82,51,31,0.621951219512195,FALSE,"FIL30_606",TRUE,"FIL30_606_M2",38.2227166855199,"Self"
"191","FIL30_607","FIL30_607_M2","FIL30.607.M2","FIL30_607|FIL30_607_M2|FIL30.607.M2",141,52,89,112,25,87,38,34,4,FALSE,FALSE,84,63,21,0.75,FALSE,"FIL30_607",TRUE,"FIL30_607_M2",44.8024647633996,"Self"
"1056","FIL30_608","FIL30_608_M2","FIL30.608.M2","FIL30_608|FIL30_608_M2|FIL30.608.M2",111,9,102,100,38,62,28,26,2,FALSE,FALSE,91,54,37,0.593406593406593,FALSE,"FIL30_608",TRUE,"FIL30_608_M2",52.7723593539005,"Self"
"1015","FIL30_609","FIL30_609_M2","FIL30.609.M2","FIL30_609|FIL30_609_M2|FIL30.609.M2",119,33,86,98,NA,98,49,49,NA,FALSE,FALSE,78,78,NA,1,TRUE,NA,FALSE,"FIL30_609_M2",51.0883483083415,"Cross"
"1136","FIL30_61","FIL30_61_M2","FIL30_61_M2-2","FIL30_61|FIL30_61_M2|FIL30_61_M2-2",87,27,60,81,32,49,70,42,28,FALSE,FALSE,60,32,28,0.533333333333333,FALSE,"FIL30_61",TRUE,"FIL30_61_M2_2",35.4401967479427,"Self"
"854","FIL30_610","FIL30_610_M2","FIL30.610.M2","FIL30_610|FIL30_610_M2|FIL30.610.M2",141,44,97,125,NA,125,80,80,NA,FALSE,FALSE,94,94,NA,1,TRUE,NA,FALSE,"FIL30_610_M2",51.2690235665926,"Cross"
"612","FIL30_611","FIL30_611_M2","FIL30.611.M2","FIL30_611|FIL30_611_M2|FIL30.611.M2",87,18,69,78,25,53,72,48,24,FALSE,FALSE,69,47,22,0.681159420289855,FALSE,"FIL30_611",TRUE,"FIL30_611_M2",NA,"Self"
"470","FIL30_612","FIL30_612_M2","FIL30.612.M2","FIL30_612|FIL30_612_M2|FIL30.612.M2",113,40,73,105,31,74,91,64,27,FALSE,FALSE,70,46,24,0.657142857142857,FALSE,"FIL30_612",TRUE,"FIL30_612_M2",41.8299726503479,"Self"
"2034","FIL30_614","FIL30_614_M2","FIL30.614.M2","FIL30_614|FIL30_614_M2|FIL30.614.M2",129,34,95,115,29,86,99,78,21,FALSE,FALSE,91,68,23,0.747252747252747,FALSE,"FIL30_614",TRUE,"FIL30_614_M2",57.0834733034223,"Self"
"1088","FIL30_615","FIL30_615_M2","FIL30.615.M2","FIL30_615|FIL30_615_M2|FIL30.615.M2",101,22,79,91,25,66,47,41,6,FALSE,FALSE,78,55,23,0.705128205128205,FALSE,"FIL30_615",TRUE,"FIL30_615_M2",52.9185463102188,"Self"
"531","FIL30_616","FIL30_616_M2","FIL30.616.M2","FIL30_616|FIL30_616_M2|FIL30.616.M2",160,45,115,136,36,100,114,85,29,FALSE,FALSE,109,77,32,0.706422018348624,FALSE,"FIL30_616",TRUE,"FIL30_616_M2",39.2861730560136,"Self"
"468","FIL30_617","FIL30_617_M2","FIL30.617.M2","FIL30_617|FIL30_617_M2|FIL30.617.M2",128,61,67,100,14,86,73,61,12,FALSE,FALSE,65,53,12,0.815384615384615,FALSE,"FIL30_617",TRUE,"FIL30_617_M2",46.2692774882271,"Self"
"545","FIL30_618","FIL30_618_M2","FIL30.618.M2","FIL30_618|FIL30_618_M2|FIL30.618.M2",120,42,78,104,27,77,82,57,25,FALSE,FALSE,78,52,26,0.666666666666667,FALSE,"FIL30_618",TRUE,"FIL30_618_M2",37.5492136072988,"Self"
"212","FIL30_619","FIL30_619_M2","FIL30.619.M2","FIL30_619|FIL30_619_M2|FIL30.619.M2",81,34,47,70,26,44,50,27,23,FALSE,FALSE,47,24,23,0.51063829787234,FALSE,"FIL30_619",TRUE,"FIL30_619_M2",36.3904148749374,"Self"
"1853","FIL30_62","FIL30_62_M2","FIL30_62_M2-2","FIL30_62|FIL30_62_M2|FIL30_62_M2-2",140,28,112,113,12,101,101,90,11,FALSE,FALSE,86,74,12,0.86046511627907,FALSE,"FIL30_62",TRUE,"FIL30_62_M2_2",45.7766504749512,"Self"
"285","FIL30_620","FIL30_620_M2","FIL30.620.M2","FIL30_620|FIL30_620_M2|FIL30.620.M2",117,22,95,103,40,63,90,55,35,FALSE,FALSE,88,51,37,0.579545454545455,FALSE,"FIL30_620",TRUE,"FIL30_620_M2",52.8838325229402,"Self"
"1864","FIL30_622","FIL30_622_M2","FIL30.622.M2","FIL30_622|FIL30_622_M2|FIL30.622.M2",114,18,96,103,34,69,90,59,31,FALSE,FALSE,89,60,29,0.674157303370786,FALSE,"FIL30_622",TRUE,"FIL30_622_M2",44.2267866054748,"Self"
"319","FIL30_627","FIL30_627_M2","FIL30.627.M2","FIL30_627|FIL30_627_M2|FIL30.627.M2",70,13,57,65,26,39,60,36,24,FALSE,FALSE,54,31,23,0.574074074074074,FALSE,"FIL30_627",TRUE,"FIL30_627_M2",NA,"Self"
"453","FIL30_628","FIL30_628_M2","FIL30.628.M2","FIL30_628|FIL30_628_M2|FIL30.628.M2",141,16,125,123,NA,123,67,67,NA,FALSE,FALSE,110,110,NA,1,TRUE,NA,FALSE,"FIL30_628_M2",42.7212728370904,"Cross"
"186","FIL30_63","FIL30_63_M2","FIL30_63_M2-2","FIL30_63|FIL30_63_M2|FIL30_63_M2-2",138,22,116,134,NA,134,105,105,NA,FALSE,FALSE,116,116,NA,1,TRUE,NA,FALSE,"FIL30_63_M2_2",41.4437141593876,"Cross"
"1494","FIL30_631","FIL30_631_M2","FIL30.631.M2","FIL30_631|FIL30_631_M2|FIL30.631.M2",77,11,66,71,NA,71,41,41,NA,FALSE,FALSE,61,61,NA,1,TRUE,NA,FALSE,"FIL30_631_M2",47.5345883080192,"Cross"
"4434","FIL30_632","FIL30_632_M2","FIL30.632.M2","FIL30_632|FIL30_632_M2|FIL30.632.M2",85,5,80,74,28,46,66,42,24,FALSE,FALSE,71,45,26,0.633802816901408,FALSE,"FIL30_632",TRUE,"FIL30_632_M2",52.3566062169168,"Self"
"679","FIL30_635","FIL30_635_M2","FIL30.635.M2","FIL30_635|FIL30_635_M2|FIL30.635.M2",91,30,61,81,28,53,69,43,26,FALSE,FALSE,57,34,23,0.596491228070175,FALSE,"FIL30_635",TRUE,"FIL30_635_M2",45.7547646986968,"Self"
"1000","FIL30_639","FIL30_639_M2","FIL30.639.M2","FIL30_639|FIL30_639_M2|FIL30.639.M2",161,69,92,131,NA,131,47,47,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_639_M2",48.2926955851082,"Cross"
"2079","FIL30_64","FIL30_64_M2","FIL30_64_M2-2","FIL30_64|FIL30_64_M2|FIL30_64_M2-2",84,18,66,77,12,65,71,60,11,FALSE,FALSE,62,52,10,0.838709677419355,FALSE,"FIL30_64",TRUE,"FIL30_64_M2_2",37.1631511934535,"Self"
"133","FIL30_640","FIL30_640_M2","FIL30.640.M2","FIL30_640|FIL30_640_M2|FIL30.640.M2",124,15,109,109,NA,109,70,70,NA,FALSE,FALSE,100,100,NA,1,TRUE,NA,FALSE,"FIL30_640_M2",49.1902766323929,"Cross"
"1160","FIL30_641","FIL30_641_M2","FIL30.641.M2","FIL30_641|FIL30_641_M2|FIL30.641.M2",96,12,84,87,32,55,78,49,29,FALSE,FALSE,76,44,32,0.578947368421053,FALSE,"FIL30_641",TRUE,"FIL30_641_M2",41.5652203392984,"Self"
"21","FIL30_642","FIL30_642_M2","FIL30.642.M2","FIL30_642|FIL30_642_M2|FIL30.642.M2",106,20,86,84,39,45,75,37,38,FALSE,FALSE,70,38,32,0.542857142857143,FALSE,"FIL30_642",TRUE,"FIL30_642_M2",47.5786551249464,"Self"
"1195","FIL30_643","FIL30_643_M2","FIL30.643.M2","FIL30_643|FIL30_643_M2|FIL30.643.M2",148,29,119,142,34,108,133,100,33,FALSE,FALSE,115,82,33,0.71304347826087,FALSE,"FIL30_643",TRUE,"FIL30_643_M2",41.185370963844,"Self"
"1592","FIL30_644","FIL30_644_M2","FIL30.644.M2","FIL30_644|FIL30_644_M2|FIL30.644.M2",77,7,70,70,27,43,54,36,18,FALSE,FALSE,65,41,24,0.630769230769231,FALSE,"FIL30_644",TRUE,"FIL30_644_M2",45.3836338830057,"Self"
"503","FIL30_645","FIL30_645_M2","FIL30.645.M2","FIL30_645|FIL30_645_M2|FIL30.645.M2",105,9,96,92,27,65,73,51,22,FALSE,FALSE,85,59,26,0.694117647058824,FALSE,"FIL30_645",TRUE,"FIL30_645_M2",42.753398105644,"Self"
"2461","FIL30_648","FIL30_648_M2","FIL30.648.M2","FIL30_648|FIL30_648_M2|FIL30.648.M2",122,37,85,112,40,72,100,63,37,FALSE,FALSE,83,50,33,0.602409638554217,FALSE,"FIL30_648",TRUE,"FIL30_648_M2",48.5532875690673,"Self"
"34","FIL30_649","FIL30_649_M2","FIL30.649.M2","FIL30_649|FIL30_649_M2|FIL30.649.M2",107,21,86,95,24,71,85,63,22,FALSE,FALSE,79,57,22,0.721518987341772,FALSE,"FIL30_649",TRUE,"FIL30_649_M2",43.0802542119232,"Self"
"156","FIL30_65","FIL30_65_M2","FIL30_65_M2-2","FIL30_65|FIL30_65_M2|FIL30_65_M2-2",113,41,72,101,32,69,79,52,27,FALSE,FALSE,70,47,23,0.671428571428571,FALSE,"FIL30_65",TRUE,"FIL30_65_M2_2",30.7271813191745,"Self"
"2036","FIL30_651","FIL30_651_M2","FIL30.651.M2","FIL30_651|FIL30_651_M2|FIL30.651.M2",67,9,58,66,14,52,64,50,14,FALSE,FALSE,58,44,14,0.758620689655172,FALSE,"FIL30_651",TRUE,"FIL30_651_M2",52.1193503711115,"Self"
"236","FIL30_652","FIL30_652_M2","FIL30.652.M2","FIL30_652|FIL30_652_M2|FIL30.652.M2",109,28,81,95,34,61,81,52,29,FALSE,FALSE,72,41,31,0.569444444444444,FALSE,"FIL30_652",TRUE,"FIL30_652_M2",50.7522653846707,"Self"
"585","FIL30_653","FIL30_653_M2","FIL30.653.M2","FIL30_653|FIL30_653_M2|FIL30.653.M2",78,23,55,71,18,53,62,45,17,FALSE,FALSE,52,36,16,0.692307692307692,FALSE,"FIL30_653",TRUE,"FIL30_653_M2",38.1866431946705,"Self"
"104","FIL30_655","FIL30_655_M2","FIL30.655.M2","FIL30_655|FIL30_655_M2|FIL30.655.M2",94,20,74,85,27,58,74,50,24,FALSE,FALSE,67,45,22,0.671641791044776,FALSE,"FIL30_655",TRUE,"FIL30_655_M2",50.5339798135873,"Self"
"328","FIL30_656","FIL30_656_M2","FIL30.656.M2","FIL30_656|FIL30_656_M2|FIL30.656.M2",127,34,93,119,43,76,107,69,38,FALSE,FALSE,91,51,40,0.56043956043956,FALSE,"FIL30_656",TRUE,"FIL30_656_M2",47.6405554435938,"Self"
"1049","FIL30_658","FIL30_658_M2","FIL30.658.M2","FIL30_658|FIL30_658_M2|FIL30.658.M2",90,20,70,81,24,57,71,48,23,FALSE,FALSE,65,47,18,0.723076923076923,FALSE,"FIL30_658",TRUE,"FIL30_658_M2",54.6070494009805,"Self"
"1765","FIL30_659","FIL30_659_M2","FIL30.659.M2","FIL30_659|FIL30_659_M2|FIL30.659.M2",88,12,76,82,35,47,67,41,26,FALSE,FALSE,73,38,35,0.520547945205479,FALSE,"FIL30_659",TRUE,"FIL30_659_M2",48.9354169092689,"Self"
"554","FIL30_66","FIL30_66_M2","FIL30_66_M2-2","FIL30_66|FIL30_66_M2|FIL30_66_M2-2",101,30,71,94,35,59,84,50,34,FALSE,FALSE,67,42,25,0.626865671641791,FALSE,"FIL30_66",TRUE,"FIL30_66_M2_2",29.0245550015124,"Self"
"2743","FIL30_660","FIL30_660_M2","FIL30.660.M2","FIL30_660|FIL30_660_M2|FIL30.660.M2",80,8,72,74,21,53,66,47,19,FALSE,FALSE,67,47,20,0.701492537313433,FALSE,"FIL30_660",TRUE,"FIL30_660_M2",49.568877342144,"Self"
"1264","FIL30_661","FIL30_661_M2","FIL30.661.M2","FIL30_661|FIL30_661_M2|FIL30.661.M2",110,22,88,94,20,74,82,62,20,FALSE,FALSE,81,61,20,0.753086419753086,FALSE,"FIL30_661",TRUE,"FIL30_661_M2",54.4105152180288,"Self"
"2533","FIL30_662","FIL30_662_M2","FIL30.662.M2","FIL30_662|FIL30_662_M2|FIL30.662.M2",112,14,98,97,37,60,81,50,31,FALSE,FALSE,89,53,36,0.595505617977528,FALSE,"FIL30_662",TRUE,"FIL30_662_M2",75.738363774439,"Self"
"890","FIL30_663","FIL30_663_M2","FIL30.663.M2","FIL30_663|FIL30_663_M2|FIL30.663.M2",78,10,68,72,25,47,65,43,22,FALSE,FALSE,63,42,21,0.666666666666667,FALSE,"FIL30_663",TRUE,"FIL30_663_M2",46.9628688011466,"Self"
"370","FIL30_664","FIL30_664_M2","FIL30.664.M2","FIL30_664|FIL30_664_M2|FIL30.664.M2",63,5,58,60,19,41,28,18,10,FALSE,FALSE,56,37,19,0.660714285714286,FALSE,"FIL30_664",TRUE,"FIL30_664_M2",50.3311857662763,"Self"
"866","FIL30_665","FIL30_665_M2","FIL30.665.M2","FIL30_665|FIL30_665_M2|FIL30.665.M2",103,23,80,91,32,59,72,48,24,FALSE,FALSE,75,49,26,0.653333333333333,FALSE,"FIL30_665",TRUE,"FIL30_665_M2",56.448008260169,"Self"
"423","FIL30_666","FIL30_666_M2","FIL30.666.M2","FIL30_666|FIL30_666_M2|FIL30.666.M2",89,13,76,82,24,58,31,29,2,FALSE,FALSE,73,52,21,0.712328767123288,FALSE,"FIL30_666",TRUE,"FIL30_666_M2",55.3556549303564,"Self"
"2313","FIL30_667","FIL30_667_M2","FIL30.667.M2","FIL30_667|FIL30_667_M2|FIL30.667.M2",67,5,62,66,13,53,62,51,11,FALSE,FALSE,61,48,13,0.786885245901639,FALSE,"FIL30_667",TRUE,"FIL30_667_M2",44.4650919763266,"Self"
"656","FIL30_668","FIL30_668_M2","FIL30.668.M2","FIL30_668|FIL30_668_M2|FIL30.668.M2",100,29,71,90,16,74,78,64,14,FALSE,FALSE,67,51,16,0.761194029850746,FALSE,"FIL30_668",TRUE,"FIL30_668_M2",59.136601641935,"Self"
"1909","FIL30_669","FIL30_669_M2","FIL30.669.M2","FIL30_669|FIL30_669_M2|FIL30.669.M2",101,41,60,87,16,71,75,61,14,FALSE,FALSE,60,45,15,0.75,FALSE,"FIL30_669",TRUE,"FIL30_669_M2",60.735600200115,"Self"
"100","FIL30_67","FIL30_67_M2","FIL30_67_M2-2","FIL30_67|FIL30_67_M2|FIL30_67_M2-2",118,6,112,108,34,74,101,71,30,FALSE,FALSE,104,70,34,0.673076923076923,FALSE,"FIL30_67",TRUE,"FIL30_67_M2_2",58.0574416543822,"Self"
"2023","FIL30_670","FIL30_670_M2","FIL30.670.M2","FIL30_670|FIL30_670_M2|FIL30.670.M2",101,33,68,84,22,62,67,48,19,FALSE,FALSE,63,47,16,0.746031746031746,FALSE,"FIL30_670",TRUE,"FIL30_670_M2",51.8413427732227,"Self"
"435","FIL30_671","FIL30_671_M2","FIL30.671.M2","FIL30_671|FIL30_671_M2|FIL30.671.M2",113,17,96,93,27,66,82,58,24,FALSE,FALSE,80,55,25,0.6875,FALSE,"FIL30_671",TRUE,"FIL30_671_M2",60.2793080988584,"Self"
"996","FIL30_672","FIL30_672_M2","FIL30.672.M2","FIL30_672|FIL30_672_M2|FIL30.672.M2",101,15,86,98,23,75,94,71,23,FALSE,FALSE,85,63,22,0.741176470588235,FALSE,"FIL30_672",TRUE,"FIL30_672_M2",67.1326913546171,"Self"
"411","FIL30_673","FIL30_673_M2","FIL30.673.M2","FIL30_673|FIL30_673_M2|FIL30.673.M2",83,12,71,79,21,58,74,55,19,FALSE,FALSE,69,51,18,0.739130434782609,FALSE,"FIL30_673",TRUE,"FIL30_673_M2",56.128083980995,"Self"
"1554","FIL30_674","FIL30_674_M2","FIL30.674.M2","FIL30_674|FIL30_674_M2|FIL30.674.M2",116,20,96,109,26,83,101,76,25,FALSE,FALSE,92,71,21,0.771739130434783,FALSE,"FIL30_674",TRUE,"FIL30_674_M2",NA,"Self"
"1370","FIL30_675","FIL30_675_M2","FIL30.675.M2","FIL30_675|FIL30_675_M2|FIL30.675.M2",110,29,81,97,15,82,83,70,13,FALSE,FALSE,74,59,15,0.797297297297297,FALSE,"FIL30_675",TRUE,"FIL30_675_M2",47.390912470354,"Self"
"892","FIL30_676","FIL30_676_M2","FIL30.676.M2","FIL30_676|FIL30_676_M2|FIL30.676.M2",100,13,87,89,56,33,78,27,51,FALSE,FALSE,78,30,48,0.384615384615385,FALSE,"FIL30_676",TRUE,"FIL30_676_M2",55.0906017393887,"Self"
"1497","FIL30_677","FIL30_677_M2","FIL30.677.M2","FIL30_677|FIL30_677_M2|FIL30.677.M2",117,12,105,107,19,88,95,77,18,FALSE,FALSE,97,80,17,0.824742268041237,FALSE,"FIL30_677",TRUE,"FIL30_677_M2",56.4430377238497,"Self"
"3125","FIL30_679","FIL30_679_M2","FIL30.679.M2","FIL30_679|FIL30_679_M2|FIL30.679.M2",74,12,62,69,32,37,62,31,31,FALSE,FALSE,61,31,30,0.508196721311475,FALSE,"FIL30_679",TRUE,"FIL30_679_M2",46.8891363139562,"Self"
"1127","FIL30_68","FIL30_68_M2","FIL30_68_M2-2","FIL30_68|FIL30_68_M2|FIL30_68_M2-2",106,19,87,100,34,66,31,27,4,FALSE,FALSE,83,56,27,0.674698795180723,FALSE,"FIL30_68",TRUE,"FIL30_68_M2_2",32.1053241058404,"Self"
"509","FIL30_682","FIL30_682_M2","FIL30.682.M2","FIL30_682|FIL30_682_M2|FIL30.682.M2",88,16,72,79,25,54,66,46,20,FALSE,FALSE,68,46,22,0.676470588235294,FALSE,"FIL30_682",TRUE,"FIL30_682_M2",52.488033158031,"Self"
"425","FIL30_683","FIL30_683_M2","FIL30.683.M2","FIL30_683|FIL30_683_M2|FIL30.683.M2",102,13,89,89,30,59,74,50,24,FALSE,FALSE,82,53,29,0.646341463414634,FALSE,"FIL30_683",TRUE,"FIL30_683_M2",57.0303721251669,"Self"
"973","FIL30_684","FIL30_684_M2","FIL30.684.M2","FIL30_684|FIL30_684_M2|FIL30.684.M2",81,17,64,75,36,39,64,31,33,FALSE,FALSE,60,27,33,0.45,FALSE,"FIL30_684",TRUE,"FIL30_684_M2",54.6149822504596,"Self"
"2466","FIL30_685","FIL30_685_M2","FIL30.685.M2","FIL30_685|FIL30_685_M2|FIL30.685.M2",98,37,61,87,18,69,77,59,18,FALSE,FALSE,57,42,15,0.736842105263158,FALSE,"FIL30_685",TRUE,"FIL30_685_M2",54.8736191950129,"Self"
"198","FIL30_686","FIL30_686_M2","FIL30.686.M2","FIL30_686|FIL30_686_M2|FIL30.686.M2",90,19,71,82,28,54,72,47,25,FALSE,FALSE,69,41,28,0.594202898550725,FALSE,"FIL30_686",TRUE,"FIL30_686_M2",48.6796380561225,"Self"
"971","FIL30_687","FIL30_687_M2","FIL30.687.M2","FIL30_687|FIL30_687_M2|FIL30.687.M2",89,22,67,77,25,52,67,42,25,FALSE,FALSE,64,43,21,0.671875,FALSE,"FIL30_687",TRUE,"FIL30_687_M2",54.1161305963467,"Self"
"1271","FIL30_688","FIL30_688_M2","FIL30.688.M2","FIL30_688|FIL30_688_M2|FIL30.688.M2",97,25,72,90,20,70,82,64,18,FALSE,FALSE,68,48,20,0.705882352941177,FALSE,"FIL30_688",TRUE,"FIL30_688_M2",44.6729911394042,"Self"
"31","FIL30_689","FIL30_689_M2","FIL30.689.M2","FIL30_689|FIL30_689_M2|FIL30.689.M2",121,45,76,94,43,51,76,37,39,FALSE,FALSE,71,34,37,0.47887323943662,FALSE,"FIL30_689",TRUE,"FIL30_689_M2",43.2344631348608,"Self"
"7713","FIL30_690","FIL30_690_M2","FIL30.690.M2","FIL30_690|FIL30_690_M2|FIL30.690.M2",74,11,63,73,25,48,70,46,24,FALSE,FALSE,63,40,23,0.634920634920635,FALSE,"FIL30_690",TRUE,"FIL30_690_M2",NA,"Self"
"1582","FIL30_691","FIL30_691_M2","FIL30.691.M2","FIL30_691|FIL30_691_M2|FIL30.691.M2",91,19,72,83,36,47,71,42,29,FALSE,FALSE,70,36,34,0.514285714285714,FALSE,"FIL30_691",TRUE,"FIL30_691_M2",49.9677255200676,"Self"
"1842","FIL30_692","FIL30_692_M2","FIL30.692.M2","FIL30_692|FIL30_692_M2|FIL30.692.M2",96,23,73,86,24,62,74,57,17,FALSE,FALSE,68,47,21,0.691176470588235,FALSE,"FIL30_692",TRUE,"FIL30_692_M2",45.3860799969054,"Self"
"1073","FIL30_693","FIL30_693_M2","FIL30.693.M2","FIL30_693|FIL30_693_M2|FIL30.693.M2",117,26,91,112,NA,112,77,77,NA,FALSE,FALSE,89,89,NA,1,TRUE,NA,FALSE,"FIL30_693_M2",64.5029431702222,"Cross"
"674","FIL30_695","FIL30_695_M2","FIL30.695.M2","FIL30_695|FIL30_695_M2|FIL30.695.M2",144,41,103,123,27,96,98,75,23,FALSE,FALSE,98,72,26,0.73469387755102,FALSE,"FIL30_695",TRUE,"FIL30_695_M2",57.2685411575992,"Self"
"379","FIL30_697","FIL30_697_M2","FIL30.697.M2","FIL30_697|FIL30_697_M2|FIL30.697.M2",140,56,84,120,20,100,96,77,19,FALSE,FALSE,80,62,18,0.775,FALSE,"FIL30_697",TRUE,"FIL30_697_M2",37.452401105084,"Self"
"97","FIL30_699","FIL30_699_M2","FIL30.699.M2","FIL30_699|FIL30_699_M2|FIL30.699.M2",117,39,78,97,12,85,82,70,12,FALSE,FALSE,73,61,12,0.835616438356164,FALSE,"FIL30_699",TRUE,"FIL30_699_M2",53.3257337080741,"Self"
"917","FIL30_7","FIL30_7_M2","FIL30_7_M2-2","FIL30_7|FIL30_7_M2|FIL30_7_M2-2",118,29,89,109,16,93,102,87,15,FALSE,FALSE,83,68,15,0.819277108433735,FALSE,"FIL30_7",TRUE,"FIL30_7_M2_2",34.6605087614256,"Self"
"301","FIL30_70","FIL30_70_M2","FIL30_70_M2-2","FIL30_70|FIL30_70_M2|FIL30_70_M2-2",77,28,49,69,20,49,18,14,4,FALSE,FALSE,45,32,13,0.711111111111111,FALSE,"FIL30_70",TRUE,"FIL30_70_M2_2",36.8095810927379,"Self"
