"","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","iSam_mother","iSam_father","jSam_mother","jSam_father","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL20_66_E_M242",44,43,"FIL20_66_E_M2","FIL20_66_D_M2",9,0,0,0,26,35,60,55,9,115,57.5,0.156521739130435,13.9181818181818,16.05,29.3510869565217,27.1454545454545,"FIL20_66",NA,"FIL20_66",NA,"...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross","...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross"
"FIL30_185_M2200",133,201,"FIL30_185_M2","FIL30_260_M2",13,0,0,0,41,41,57,111,13,168,84,0.154761904761905,34.0675675675676,11.3947368421053,43.0357142857143,40.9748696064486,"FIL30_185","FIL30_185","FIL30_260",NA,"...","FIL30_185","FIL30_185_M2","FIL30_185_M2-3","FIL30_185|FIL30_185_M2|FIL30_185_M2-3",64,17,47,59,13,46,15,9,6,FALSE,FALSE,46,34,12,0.739130434782609,FALSE,"FIL30_185",TRUE,"FIL30_185_M2_3",48.1490682361335,"Self","...","FIL30_260","FIL30_260_M2","FIL30_260_M2-4","FIL30_260|FIL30_260_M2|FIL30_260_M2-4",138,36,102,112,NA,112,58,58,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_260_M2_4",53.2422288394482,"Cross"
"FIL30_260_M2132",201,133,"FIL30_260_M2","FIL30_185_M2",13,0,0,0,41,41,111,57,13,168,84,0.154761904761905,11.3947368421053,34.0675675675676,43.0357142857143,40.9748696064486,"FIL30_260",NA,"FIL30_185","FIL30_185","...","FIL30_260","FIL30_260_M2","FIL30_260_M2-4","FIL30_260|FIL30_260_M2|FIL30_260_M2-4",138,36,102,112,NA,112,58,58,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_260_M2_4",53.2422288394482,"Cross","...","FIL30_185","FIL30_185_M2","FIL30_185_M2-3","FIL30_185|FIL30_185_M2|FIL30_185_M2-3",64,17,47,59,13,46,15,9,6,FALSE,FALSE,46,34,12,0.739130434782609,FALSE,"FIL30_185",TRUE,"FIL30_185_M2_3",48.1490682361335,"Self"
"FIL30_123_M2733",76,734,"FIL30_123_M2","FIL30_85_C_M2",2,9,1,0,19,27,123,36,12,159,79.5,0.150943396226415,9.83333333333333,55.6463414634146,41.9646226415094,71.7872628726287,"FIL30_123",NA,"FIL30_85","FIL30_85","...","FIL30_123","FIL30_123_M2","FIL30_123_M2-2","FIL30_123|FIL30_123_M2|FIL30_123_M2-2",136,29,107,125,1,124,100,100,NA,FALSE,FALSE,105,104,1,0.990476190476191,FALSE,NA,FALSE,"FIL30_123_M2_2",46.8506528590557,"Ambiguous","...","FIL30_85","FIL30_85_C_M2","Fil30_85_C_M2_1","FIL30_85|FIL30_85_C_M2|Fil30_85_C_M2_1",47,13,34,38,13,25,8,8,NA,TRUE,FALSE,32,22,10,0.6875,FALSE,"FIL30_85",TRUE,"FIL30_85_C_M2_1",59.1921283504532,"Self"
"FIL30_85_C_M275",734,76,"FIL30_85_C_M2","FIL30_123_M2",2,1,9,0,27,19,36,123,12,159,79.5,0.150943396226415,55.6463414634146,9.83333333333333,41.9646226415094,71.7872628726287,"FIL30_85","FIL30_85","FIL30_123",NA,"...","FIL30_85","FIL30_85_C_M2","Fil30_85_C_M2_1","FIL30_85|FIL30_85_C_M2|Fil30_85_C_M2_1",47,13,34,38,13,25,8,8,NA,TRUE,FALSE,32,22,10,0.6875,FALSE,"FIL30_85",TRUE,"FIL30_85_C_M2_1",59.1921283504532,"Self","...","FIL30_123","FIL30_123_M2","FIL30_123_M2-2","FIL30_123|FIL30_123_M2|FIL30_123_M2-2",136,29,107,125,1,124,100,100,NA,FALSE,FALSE,105,104,1,0.990476190476191,FALSE,NA,FALSE,"FIL30_123_M2_2",46.8506528590557,"Ambiguous"
"FIL20_25_E_M2243",30,244,"FIL20_25_E_M2","FIL30_305_M2",11,0,0,0,38,19,60,87,11,147,73.5,0.149659863945578,25.6724137931034,14.05,38.0637755102041,36.3149425287356,"FIL20_25","FIL20_25","FIL30_305",NA,"...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self","...","FIL30_305","FIL30_305_M2","FIL30_305_M2-4","FIL30_305|FIL30_305_M2|FIL30_305_M2-4",94,9,85,88,NA,88,67,67,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_305_M2_4",35.0642491077725,"Cross"
"FIL30_305_M229",244,30,"FIL30_305_M2","FIL20_25_E_M2",11,0,0,0,19,38,87,60,11,147,73.5,0.149659863945578,14.05,25.6724137931034,38.0637755102041,36.3149425287356,"FIL30_305",NA,"FIL20_25","FIL20_25","...","FIL30_305","FIL30_305_M2","FIL30_305_M2-4","FIL30_305|FIL30_305_M2|FIL30_305_M2-4",94,9,85,88,NA,88,67,67,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_305_M2_4",35.0642491077725,"Cross","...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self"
"FIL30_717_M2666",629,667,"FIL30_717_M2","FIL30_761_M2",18,0,0,0,19,18,133,108,18,241,120.5,0.149377593360996,27,37.8082706766917,62.4413900414938,59.3721804511278,"FIL30_717",NA,"FIL30_761",NA,"...","FIL30_717","FIL30_717_M2","FIL30.717.M2","FIL30_717|FIL30_717_M2|FIL30.717.M2",148,32,116,135,1,134,105,105,NA,TRUE,FALSE,110,110,NA,1,TRUE,NA,FALSE,"FIL30_717_M2",52.9593707794534,"Cross","...","FIL30_761","FIL30_761_M2","FIL30.761.M2","FIL30_761|FIL30_761_M2|FIL30.761.M2",127,24,103,109,NA,109,82,82,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_761_M2",NA,"Cross"
"FIL30_761_M2628",667,629,"FIL30_761_M2","FIL30_717_M2",18,0,0,0,18,19,108,133,18,241,120.5,0.149377593360996,37.8082706766917,27,62.4413900414938,59.3721804511278,"FIL30_761",NA,"FIL30_717",NA,"...","FIL30_761","FIL30_761_M2","FIL30.761.M2","FIL30_761|FIL30_761_M2|FIL30.761.M2",127,24,103,109,NA,109,82,82,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_761_M2",NA,"Cross","...","FIL30_717","FIL30_717_M2","FIL30.717.M2","FIL30_717|FIL30_717_M2|FIL30.717.M2",148,32,116,135,1,134,105,105,NA,TRUE,FALSE,110,110,NA,1,TRUE,NA,FALSE,"FIL30_717_M2",52.9593707794534,"Cross"
"FIL20_161_F_M216",16,17,"FIL20_161_F_M2","FIL20_161_G_M2",10,0,0,0,22,36,42,93,10,135,67.5,0.148148148148148,29.7258064516129,8.14285714285714,35.0694444444444,34.4124423963134,"FIL20_161",NA,"FIL20_161",NA,"...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous","...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross"
"FIL20_161_G_M215",17,16,"FIL20_161_G_M2","FIL20_161_F_M2",10,0,0,0,36,22,93,42,10,135,67.5,0.148148148148148,8.14285714285714,29.7258064516129,35.0694444444444,34.4124423963134,"FIL20_161",NA,"FIL20_161",NA,"...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross","...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous"
"FIL20_20_J_M2736",28,737,"FIL20_20_J_M2","FIL30_85_G_M2",6,0,1,0,33,27,49,46,7,95,47.5,0.147368421052632,13.3478260869565,12.8265306122449,24.025,26.5346051464064,"FIL20_20","FIL20_20","FIL30_85",NA,"...","FIL20_20","FIL20_20_J_M2","Fil20_20_J_M2_1","FIL20_20|FIL20_20_J_M2|Fil20_20_J_M2_1",64,7,57,51,8,43,14,13,1,TRUE,FALSE,47,39,8,0.829787234042553,FALSE,"FIL20_20",TRUE,"FIL20_20_J_M2_1",55.4387340490115,"Self","...","FIL30_85","FIL30_85_G_M2","Fil30_85_G_M2_1","FIL30_85|FIL30_85_G_M2|Fil30_85_G_M2_1",48,3,45,47,NA,47,18,18,NA,TRUE,FALSE,44,44,NA,1,TRUE,NA,FALSE,"FIL30_85_G_M2_1",52.3421349430027,"Cross"
"FIL30_85_G_M227",737,28,"FIL30_85_G_M2","FIL20_20_J_M2",6,1,0,0,27,33,46,49,7,95,47.5,0.147368421052632,12.8265306122449,13.3478260869565,24.025,26.5346051464064,"FIL30_85",NA,"FIL20_20","FIL20_20","...","FIL30_85","FIL30_85_G_M2","Fil30_85_G_M2_1","FIL30_85|FIL30_85_G_M2|Fil30_85_G_M2_1",48,3,45,47,NA,47,18,18,NA,TRUE,FALSE,44,44,NA,1,TRUE,NA,FALSE,"FIL30_85_G_M2_1",52.3421349430027,"Cross","...","FIL20_20","FIL20_20_J_M2","Fil20_20_J_M2_1","FIL20_20|FIL20_20_J_M2|Fil20_20_J_M2_1",64,7,57,51,8,43,14,13,1,TRUE,FALSE,47,39,8,0.829787234042553,FALSE,"FIL20_20",TRUE,"FIL20_20_J_M2_1",55.4387340490115,"Self"
"FIL20_161_E_M218",15,19,"FIL20_161_E_M2","FIL20_161_I_M2",5,1,0,0,24,21,49,33,6,82,41,0.146341463414634,6.95454545454546,16.030612244898,20.7256097560976,23.5355596784168,"FIL20_161",NA,"FIL20_161","FIL20_161","...","FIL20_161","FIL20_161_E_M2","Fil20_161_E_M2_1","FIL20_161|FIL20_161_E_M2|Fil20_161_E_M2_1",60,13,47,51,NA,51,24,24,NA,TRUE,FALSE,42,42,NA,1,TRUE,NA,FALSE,"FIL20_161_E_M2_1",70.4808573519194,"Cross","...","FIL20_161","FIL20_161_I_M2","Fil20_161_I_M2_1","FIL20_161|FIL20_161_I_M2|Fil20_161_I_M2_1",35,2,33,34,6,28,12,12,NA,TRUE,FALSE,32,26,6,0.8125,FALSE,"FIL20_161",TRUE,"FIL20_161_I_M2_1",51.1738566504567,"Self"
"FIL20_161_I_M214",19,15,"FIL20_161_I_M2","FIL20_161_E_M2",5,0,1,0,21,24,33,49,6,82,41,0.146341463414634,16.030612244898,6.95454545454546,20.7256097560976,23.5355596784168,"FIL20_161","FIL20_161","FIL20_161",NA,"...","FIL20_161","FIL20_161_I_M2","Fil20_161_I_M2_1","FIL20_161|FIL20_161_I_M2|Fil20_161_I_M2_1",35,2,33,34,6,28,12,12,NA,TRUE,FALSE,32,26,6,0.8125,FALSE,"FIL20_161",TRUE,"FIL20_161_I_M2_1",51.1738566504567,"Self","...","FIL20_161","FIL20_161_E_M2","Fil20_161_E_M2_1","FIL20_161|FIL20_161_E_M2|Fil20_161_E_M2_1",60,13,47,51,NA,51,24,24,NA,TRUE,FALSE,42,42,NA,1,TRUE,NA,FALSE,"FIL20_161_E_M2_1",70.4808573519194,"Cross"
"FIL20_66_E_M2131",44,132,"FIL20_66_E_M2","FIL30_184_M2",10,0,0,0,26,12,60,77,10,137,68.5,0.145985401459854,22.3961038961039,15,35.7545620437956,34.4307359307359,"FIL20_66",NA,"FIL30_184",NA,"...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross","...","FIL30_184","FIL30_184_M2","FIL30_184_M2-3","FIL30_184|FIL30_184_M2|FIL30_184_M2-3",85,18,67,78,NA,78,62,62,NA,FALSE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL30_184_M2_3",36.2415184236573,"Cross"
"FIL30_184_M243",132,44,"FIL30_184_M2","FIL20_66_E_M2",10,0,0,0,12,26,77,60,10,137,68.5,0.145985401459854,15,22.3961038961039,35.7545620437956,34.4307359307359,"FIL30_184",NA,"FIL20_66",NA,"...","FIL30_184","FIL30_184_M2","FIL30_184_M2-3","FIL30_184|FIL30_184_M2|FIL30_184_M2-3",85,18,67,78,NA,78,62,62,NA,FALSE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL30_184_M2_3",36.2415184236573,"Cross","...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross"
"FIL20_97_F_M2366",50,367,"FIL20_97_F_M2","FIL30_43_A_M2",5,0,0,0,27,8,42,27,5,69,34.5,0.144927536231884,6.27777777777778,12.7857142857143,18.0489130434783,17.542328042328,"FIL20_97",NA,"FIL30_43",NA,"...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous","...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross"
"FIL30_43_A_M249",367,50,"FIL30_43_A_M2","FIL20_97_F_M2",5,0,0,0,8,27,27,42,5,69,34.5,0.144927536231884,12.7857142857143,6.27777777777778,18.0489130434783,17.542328042328,"FIL30_43",NA,"FIL20_97",NA,"...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross","...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous"
"FIL20_97_D_M2366",49,367,"FIL20_97_D_M2","FIL30_43_A_M2",4,0,1,0,30,8,44,27,5,71,35.5,0.140845070422535,7.27777777777778,13.2272727272727,18.1461267605634,21.4124579124579,"FIL20_97","FIL20_97","FIL30_43",NA,"...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self","...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross"
"FIL30_43_A_M248",367,49,"FIL30_43_A_M2","FIL20_97_D_M2",4,1,0,0,8,30,27,44,5,71,35.5,0.140845070422535,13.2272727272727,7.27777777777778,18.1461267605634,21.4124579124579,"FIL30_43",NA,"FIL20_97","FIL20_97","...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross","...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self"
"FIL30_109_E_M2275",60,276,"FIL30_109_E_M2","FIL30_335_M2",1,0,2,10,54,20,67,118,13,185,92.5,0.140540540540541,57.0254237288136,27.9029850746269,56.6398648648649,88.546799898811,"FIL30_109","FIL30_109","FIL30_335","FIL30_335","...","FIL30_109","FIL30_109_E_M2","Fil30_109_E_M2_1","FIL30_109|FIL30_109_E_M2|Fil30_109_E_M2_1",73,8,65,68,23,45,12,12,NA,TRUE,FALSE,61,38,23,0.622950819672131,FALSE,"FIL30_109",TRUE,"FIL30_109_E_M2_1",37.6669998845358,"Self","...","FIL30_335","FIL30_335_M2","FIL30.335.M2","FIL30_335|FIL30_335_M2|FIL30.335.M2",142,29,113,118,35,83,85,63,22,FALSE,FALSE,98,66,32,0.673469387755102,FALSE,"FIL30_335",TRUE,"FIL30_335_M2",68.0748653273192,"Self"
"FIL30_335_M259",276,60,"FIL30_335_M2","FIL30_109_E_M2",1,2,0,10,20,54,118,67,13,185,92.5,0.140540540540541,27.9029850746269,57.0254237288136,56.6398648648649,88.546799898811,"FIL30_335","FIL30_335","FIL30_109","FIL30_109","...","FIL30_335","FIL30_335_M2","FIL30.335.M2","FIL30_335|FIL30_335_M2|FIL30.335.M2",142,29,113,118,35,83,85,63,22,FALSE,FALSE,98,66,32,0.673469387755102,FALSE,"FIL30_335",TRUE,"FIL30_335_M2",68.0748653273192,"Self","...","FIL30_109","FIL30_109_E_M2","Fil30_109_E_M2_1","FIL30_109|FIL30_109_E_M2|Fil30_109_E_M2_1",73,8,65,68,23,45,12,12,NA,TRUE,FALSE,61,38,23,0.622950819672131,FALSE,"FIL30_109",TRUE,"FIL30_109_E_M2_1",37.6669998845358,"Self"
"FIL30_264_M2231",204,232,"FIL30_264_M2","FIL30_292_M2",0,0,8,0,26,11,34,80,8,114,57,0.140350877192982,40,12.2941176470588,33.4868421052632,57,"FIL30_264","FIL30_264","FIL30_292",NA,"...","FIL30_264","FIL30_264_M2","FIL30_264_M2-4","FIL30_264|FIL30_264_M2|FIL30_264_M2-4",35,9,26,35,13,22,8,6,2,FALSE,FALSE,26,16,10,0.615384615384615,FALSE,"FIL30_264",TRUE,"FIL30_264_M2_4",42.9988689707872,"Self","...","FIL30_292","FIL30_292_M2","FIL30_292_M2-4","FIL30_292|FIL30_292_M2|FIL30_292_M2-4",91,13,78,81,NA,81,63,63,NA,FALSE,FALSE,71,71,NA,1,TRUE,NA,FALSE,"FIL30_292_M2_4",50.9984040196283,"Cross"
"FIL30_292_M2203",232,204,"FIL30_292_M2","FIL30_264_M2",0,8,0,0,11,26,80,34,8,114,57,0.140350877192982,12.2941176470588,40,33.4868421052632,57,"FIL30_292",NA,"FIL30_264","FIL30_264","...","FIL30_292","FIL30_292_M2","FIL30_292_M2-4","FIL30_292|FIL30_292_M2|FIL30_292_M2-4",91,13,78,81,NA,81,63,63,NA,FALSE,FALSE,71,71,NA,1,TRUE,NA,FALSE,"FIL30_292_M2_4",50.9984040196283,"Cross","...","FIL30_264","FIL30_264_M2","FIL30_264_M2-4","FIL30_264|FIL30_264_M2|FIL30_264_M2-4",35,9,26,35,13,22,8,6,2,FALSE,FALSE,26,16,10,0.615384615384615,FALSE,"FIL30_264",TRUE,"FIL30_264_M2_4",42.9988689707872,"Self"
"FIL30_462_M2579",401,580,"FIL30_462_M2","FIL30_659_M2",1,8,0,0,18,11,48,81,9,129,64.5,0.13953488372093,27.2777777777778,22.0625,36.375,60.5663580246914,"FIL30_462",NA,"FIL30_659","FIL30_659","...","FIL30_462","FIL30_462_M2","FIL30.462.M2","FIL30_462|FIL30_462_M2|FIL30.462.M2",52,10,42,50,5,45,29,29,NA,FALSE,FALSE,41,37,4,0.902439024390244,FALSE,NA,FALSE,"FIL30_462_M2",52.613300986079,"Ambiguous","...","FIL30_659","FIL30_659_M2","FIL30.659.M2","FIL30_659|FIL30_659_M2|FIL30.659.M2",88,12,76,82,35,47,67,41,26,FALSE,FALSE,73,38,35,0.520547945205479,FALSE,"FIL30_659",TRUE,"FIL30_659_M2",48.9354169092689,"Self"
"FIL30_659_M2400",580,401,"FIL30_659_M2","FIL30_462_M2",1,0,8,0,11,18,81,48,9,129,64.5,0.13953488372093,22.0625,27.2777777777778,36.375,60.5663580246914,"FIL30_659","FIL30_659","FIL30_462",NA,"...","FIL30_659","FIL30_659_M2","FIL30.659.M2","FIL30_659|FIL30_659_M2|FIL30.659.M2",88,12,76,82,35,47,67,41,26,FALSE,FALSE,73,38,35,0.520547945205479,FALSE,"FIL30_659",TRUE,"FIL30_659_M2",48.9354169092689,"Self","...","FIL30_462","FIL30_462_M2","FIL30.462.M2","FIL30_462|FIL30_462_M2|FIL30.462.M2",52,10,42,50,5,45,29,29,NA,FALSE,FALSE,41,37,4,0.902439024390244,FALSE,NA,FALSE,"FIL30_462_M2",52.613300986079,"Ambiguous"
"FIL20_25_A_M2179",29,180,"FIL20_25_A_M2","FIL30_237_M2",6,0,3,0,33,52,49,81,9,130,65,0.138461538461538,29.8333333333333,9.80612244897959,33.2423076923077,43.3582766439909,"FIL20_25","FIL20_25","FIL30_237",NA,"...","FIL20_25","FIL20_25_A_M2","Fil20_25_A_M2_1","FIL20_25|FIL20_25_A_M2|Fil20_25_A_M2_1",59,5,54,50,14,36,15,13,2,TRUE,FALSE,45,34,11,0.755555555555556,FALSE,"FIL20_25",TRUE,"FIL20_25_A_M2_1",56.9388111234489,"Self","...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross"
"FIL30_237_M228",180,29,"FIL30_237_M2","FIL20_25_A_M2",6,3,0,0,52,33,81,49,9,130,65,0.138461538461538,9.80612244897959,29.8333333333333,33.2423076923077,43.3582766439909,"FIL30_237",NA,"FIL20_25","FIL20_25","...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross","...","FIL20_25","FIL20_25_A_M2","Fil20_25_A_M2_1","FIL20_25|FIL20_25_A_M2|Fil20_25_A_M2_1",59,5,54,50,14,36,15,13,2,TRUE,FALSE,45,34,11,0.755555555555556,FALSE,"FIL20_25",TRUE,"FIL20_25_A_M2_1",56.9388111234489,"Self"
"FIL30_109_J_M2275",65,276,"FIL30_109_J_M2","FIL30_335_M2",1,4,2,6,59,20,72,118,13,190,95,0.136842105263158,49.8389830508475,30.375,51.0921052631579,91.0447269303202,"FIL30_109","FIL30_109","FIL30_335","FIL30_335","...","FIL30_109","FIL30_109_J_M2","Fil30_109_J_M2_1","FIL30_109|FIL30_109_J_M2|Fil30_109_J_M2_1",77,3,74,73,23,50,13,11,2,TRUE,FALSE,70,47,23,0.671428571428571,FALSE,"FIL30_109",TRUE,"FIL30_109_J_M2_1",67.2325707411647,"Self","...","FIL30_335","FIL30_335_M2","FIL30.335.M2","FIL30_335|FIL30_335_M2|FIL30.335.M2",142,29,113,118,35,83,85,63,22,FALSE,FALSE,98,66,32,0.673469387755102,FALSE,"FIL30_335",TRUE,"FIL30_335_M2",68.0748653273192,"Self"
"FIL30_335_M264",276,65,"FIL30_335_M2","FIL30_109_J_M2",1,2,4,6,20,59,118,72,13,190,95,0.136842105263158,30.375,49.8389830508475,51.0921052631579,91.0447269303202,"FIL30_335","FIL30_335","FIL30_109","FIL30_109","...","FIL30_335","FIL30_335_M2","FIL30.335.M2","FIL30_335|FIL30_335_M2|FIL30.335.M2",142,29,113,118,35,83,85,63,22,FALSE,FALSE,98,66,32,0.673469387755102,FALSE,"FIL30_335",TRUE,"FIL30_335_M2",68.0748653273192,"Self","...","FIL30_109","FIL30_109_J_M2","Fil30_109_J_M2_1","FIL30_109|FIL30_109_J_M2|Fil30_109_J_M2_1",77,3,74,73,23,50,13,11,2,TRUE,FALSE,70,47,23,0.671428571428571,FALSE,"FIL30_109",TRUE,"FIL30_109_J_M2_1",67.2325707411647,"Self"
"FIL30_644_M2569",569,570,"FIL30_644_M2","FIL30_645_M2",3,0,4,4,12,11,69,92,11,161,80.5,0.136645962732919,40.2934782608696,22.2826086956522,42.2880434782609,68.9565217391304,"FIL30_644","FIL30_644","FIL30_645","FIL30_645","...","FIL30_644","FIL30_644_M2","FIL30.644.M2","FIL30_644|FIL30_644_M2|FIL30.644.M2",77,7,70,70,27,43,54,36,18,FALSE,FALSE,65,41,24,0.630769230769231,FALSE,"FIL30_644",TRUE,"FIL30_644_M2",45.3836338830057,"Self","...","FIL30_645","FIL30_645_M2","FIL30.645.M2","FIL30_645|FIL30_645_M2|FIL30.645.M2",105,9,96,92,27,65,73,51,22,FALSE,FALSE,85,59,26,0.694117647058824,FALSE,"FIL30_645",TRUE,"FIL30_645_M2",42.753398105644,"Self"
